Kode,Tekst
DS950,Læsion af dorsal fodarterie
DS951,Læsion af plantar fodarterie
DS952,Læsion af dorsal fodvene
DS957,Multiple karlæsioner i ankel eller fod
DS958,Læsion af andet blodkar i ankel eller fod
DS959,Læsion af blodkar i ankel eller fod UNS
DS96,Læsion af muskler og sener i ankel og fod
DS960,Læsion af lang fleksorsene i ankel eller fod
DS960A,Læsion af lang fleksorsene i fod
DS960B,Læsion af lang fleksorsene i ankel
DS961,Læsion af lang ekstensorsene i ankel eller fod
DS961A,Læsion af lang ekstensorsene i fod
DS961B,Læsion af lang ekstensorsene i ankel
DS962,Læsion af kort muskel eller sene i fod
DS967,Multiple læsioner af muskler eller sener i ankel eller fod
DS968,Læsion af anden muskel eller sene i ankel eller fod
DS969,Læsion af muskel eller sene i ankel eller fod UNS
DS97,Knusningslæsion af ankel og fod
DS970,Knusningslæsion af ankel
DS971,Knusningslæsion af tå
DS978,Anden eller ikke specificeret knusningslæsion i ankel eller fod
DS978A,Knusningslæsion af fod UNS
DS98,Traumatisk amputation af ankel og fod
DS980,Traumatisk amputation på ankelniveau
DS981,Traumatisk amputation af en enkelt tå
DS981A,Traumatisk amputation af storetå
DS981B,Traumatisk amputation af 2. tå
DS981C,Traumatisk amputation af 3. tå
DS981D,Traumatisk amputation af 4. tå
DS981E,Traumatisk amputation af 5. tå
DS982,Traumatisk amputation af flere tæer
DS983,Traumatisk amputation af anden del af fod
DS984,Traumatisk amputation af fod UNS
DS99,Andre og ikke specificerede læsioner af ankel og fod
DS997,Multiple læsioner af ankel og fod
DS998,Anden læsion af ankel eller fod
DS999,Læsion af ankel eller fod UNS
,Læsioner af flere legemsregioner [DT00-DT07]
DT00,Overfladiske læsioner af flere legemsregioner
DT000,Overfladiske læsioner af både hovedet og hals
DT001,"Overfladiske læsioner af både thorax, abdomen, lænden og bækkenet"
DT002,Overfladiske læsioner af flere regioner på overekstremitet
DT003,Overfladiske læsioner af flere regioner på underekstremitet
DT006,Overfladiske læsioner af både arm(e) og ben
DT008,Overfladiske læsioner af andre kombinationer af legemsregioner
DT009,Multiple overfladiske læsioner UNS
DT01,Åbne sår på flere legemsregioner
DT010,Åbne sår på både hovedet og halsen
DT011,"Åbne sår på både thorax, abdomen, lænden og bækkenet"
DT012,Åbne sår på flere regioner på overekstremitet
DT013,Åbne sår på flere regioner på underekstremitet
DT016,Åbne sår på både arm(e) og ben
DT018,Åbne sår på andre kombinationer af legemsregioner
DT019,Multiple åbne sår UNS
DT02,Frakturer i flere legemsregioner
DT020,Frakturer i både hovedet og halsen
DT021,"Frakturer i både thorax, lænden og bækkenet"
DT022,Multiple frakturer i flere regioner på samme overekstremitet
DT023,Multiple frakturer i flere regioner på samme underekstremitet
DT024,Dobbeltsidige frakturer på overekstremiteter
DT025,Dobbeltsidige frakturer på underekstremiteter
DT026,Frakturer af både arm(e) og ben
DT027,"Frakturer både i thorax, lænden, bækkenet, arm(e) og ben"
DT028,Frakturer i andre kombinationer af legemsregioner
DT029,Multiple frakturer UNS
DT03,Luksation og distorsion af led og ligamenter i flere legemsregioner
DT030,Luksationer eller distorsioner i både hovedet og halsen
DT030A,Distorsioner i både hovedet og hals
DT030B,Luksationer i både hovedet og hals
DT031,"Luksationer og distorsioner i både thorax, lænden og bækkenet"
DT032,Multiple luksationer eller distorsioner i flere regioner i overekstremitet(er)
DT033,Multiple luksationer eller distorsioner i flere regioner i underekstremitet(er)
DT034,Luksationer eller distorsioner i både arm(e) og ben
DT038,Luksationer eller distorsioner i andre kombinationer af legemsregioner
DT039,Multiple luksationer og distorsioner UNS
DT04,Knusningslæsioner i flere legemsregioner
DT040,Knusningslæsioner på både hovedet og halsen
DT041,"Knusningslæsioner i både thorax og abdomen, lænden og bækkenet"
DT042,Multiple knusningslæsioner på overekstremitet(er)
DT043,Multiple knusningslæsioner på underekstremitet(er)
DT044,Knusningslæsioner på både arm(e) og ben
DT047,"Knusningslæsioner på thorax og abdomen, lænden og bækkenet og ekstremiteter"
DT048,Knusningslæsioner på andre kombinationer af legemsregioner
DT049,Multiple knusningslæsioner UNS
DT05,Traumatisk amputation af flere legemsdele
DT050,Traumatisk amputation af begge hænder
DT051,Traumatisk amputation af hånd og modsidige arm
DT052,Traumatisk amputation af begge arme
DT053,Traumatisk amputation af begge fødder
DT054,Traumatisk amputation af fod og modsidige ben
DT055,Traumatisk amputation af begge ben
DT056,Traumatisk amputation både af arm(e) og ben
DT058,Traumatisk amputation med andre kombinationer af legemsregioner
DT058A,Transectio abdominis
DT058B,Transectio thoracis
DT059,Traumatisk amputation af flere legemsdele UNS
DT06,Andre læsioner af flere legemsregioner IKA
DT060,Læsioner af både hjerne og hjernenerver samt rygmarven og nerver på halsniveau
DT061,Læsioner af nerver og rygmarven som involverer flere legemsregioner
DT062,Læsioner af nerver i flere legemsregioner
DT062A,Multiple nervelæsioner UNS
DT063,Læsioner af blodkar i flere legemsregioner
DT064,Læsioner af muskler og sener i flere legemsregioner
DT065,"Læsioner af intratorakale, intraabdominale organer og bækkenorganer"
DT068,Andre specificerede læsioner i flere legemsregioner
DT07,Multiple læsioner uden nærmere specificeringer
DT079,Multiple læsioner UNS
,Læsioner uden nærmere angivelse af lokalisation på legemsregion [DT08-DT14]
DT08,Fraktur af rygsøjlen uden angivelse af niveau
DT089,Fraktur af rygsøjlen UNS
DT09,Andre læsioner af rygsøjle og krop uden angivelse af lokalisation
DT090,Overfladisk læsion af kroppen UNS
DT091,Åbent sår på kroppen UNS
DT092,Luksation eller distorsion i kroppen UNS
DT093,Læsion af rygmarven UNS
DT094,"Læsion af nerve, spinalnerve eller plexus i kroppen UNS"
DT095,Læsion af muskel eller sene i kroppen UNS
DT096,Traumatisk amputation på kroppen uden angivelse af lokalisation
DT098,Anden læsion på kroppen UNS
DT099,Læsion på kroppen UNS
DT10,Fraktur af overekstremitet uden angivelse af lokalisation
DT109,Fraktur af arm UNS
DT11,Andre læsioner af overekstremitet uden angivelse af lokalisation
DT110,Overfladisk læsion af arm UNS
DT111,Åbent sår på arm UNS
DT112,Luksation eller distorsion på arm UNS
DT112A,Distorsion på arm UNS
DT112B,Luksation på arm UNS
DT113,Læsion af nerve på arm UNS
DT114,Læsion af blodkar i arm UNS
DT115,Læsion af muskel eller sene i arm UNS
DT115A,Muskellæsion på arm UNS
DT115B,Senelæsion af sene på arm UNS
DT116,Traumatisk amputation på arm UNS
DT118,Anden læsion på arm UNS
DT119,Læsion på arm UNS
DT12,Fraktur af underekstremitet uden angivelse af lokalisation
DT129,Fraktur af ben UNS
DT13,Andre læsioner af underekstremitet uden angivelse af lokalisation
DT130,Overfladisk læsion af ben UNS
DT131,Åbent sår på ben UNS
DT132,Luksation eller distorsion på ben UNS
DT132A,Distorsion på ben UNS
DT132B,Luksation på ben UNS
DT133,Læsion af nerve på ben UNS
DT134,Læsion af blodkar i ben UNS
DT135,Læsion af muskel eller sene i ben UNS
DT135A,Muskellæsion på ben UNS
DT135B,Senelæsion på ben UNS
DT136,Traumatisk amputation på ben UNS
DT138,Anden læsion på ben UNS
DT139,Læsion på ben UNS
DT14,Læsion uden angivelse af legemsregion
DT140,Overfladisk læsion uden angivelse af legemsregion
DT140A,Vabel UNS
DT140B,Kontusion UNS
DT140C,Hudafskrabning UNS
DT140D,Hæmatom UNS
DT140E,"Insektbid, ikke giftigt UNS"
DT140F,Blodudtrædning UNS
DT140G,Fremmedlegeme i hud UNS
DT140J,Negleskade UNS
DT140K,Subungvalt hæmatom UNS
DT140L,Flåtbid UNS
DT140M,Myggestik UNS
DT141,Åbent sår uden angivelse af legemsregion
DT141A,Laceration UNS
DT141B,Bidsår UNS
DT141C,Snitsår UNS
DT142,Fraktur uden angivelse af legemsregion
DT143,Luksation eller distorsion uden angivelse af legemsregion
DT143A,Distorsion af led UNS
DT143B,Distorsion af ligament UNS
DT143C,Traumatisk hæmartrose UNS
DT143D,Luksation i led UNS
DT143E,Traumatisk ruptur af ligament UNS
DT144,Læsion af nerve uden angivelse af legemsregion
DT144A,Hæmatomyeli UNS
DT144B,Traumatisk lammelse UNS
DT144C,Traumatisk paraplegi UNS
DT144D,Traumatisk tetraplegi UNS
DT145,Læsion af blodkar uden angivelse af legemsregion
DT145A,Traumatisk aneurisme UNS
DT146,Læsion af muskel eller sene uden angivelse af legemsregion
DT146A,Læsion af muskel UNS
DT146B,Læsion af sene UNS
DT146C,Traumatisk ruptur af muskel UNS
DT146D,Traumatisk ruptur af sene UNS
DT147,Knusningslæsion eller traumatisk amputation uden angivelse af legemsregion
DT148,Anden læsion uden angivelse af legemsregion
DT149,Læsion uden angivelse af legemsregion
,Fremmedlegemer trængt ind gennem naturlige legemsåbninger [DT15-DT19]
DT15,Fremmedlegeme på øjets ydre overflade
DT150,Fremmedlegeme i cornea
DT151,Fremmedlegeme i konjunktiva
DT158,Fremmedlegeme andet sted på øjes ydre overflade
DT158A,Fremmedlegeme i punctum lacrimale
DT159,Fremmedlegeme på øjets ydre overflade UNS
DT16,Fremmedlegeme i øre
DT169,Fremmedlegeme i øre UNS
DT169A,Fremmedlegeme i ydre øre
DT169B,Fremmedlegeme i indre øre
DT169C,Fremmedlegeme i mellemøre
DT169D,Fremmedlegeme i tuba auditiva
DT17,Fremmedlegeme i luftvejene
DT170,Fremmedlegeme i bihule
DT171,Fremmedlegeme i næsen
DT172,Fremmedlegeme i svælget
DT173,Fremmedlegeme i larynx
DT174,Fremmedlegeme i luftrøret
DT175,Fremmedlegeme i bronkie
DT178,Fremmedlegeme i anden lokalisation i luftvejene
DT178A,Fremmedlegeme i lunge
DT179,Fremmedlegeme i luftvejene UNS
DT179A,Asfyksi forårsaget af fremmedlegeme i luftvejene
DT18,Fremmedlegeme i fordøjelseskanalen
DT180,Fremmedlegeme i mundhulen
DT181,Fremmedlegeme i spiserøret
DT182,Fremmedlegeme i mavesækken
DT182A,Bezoar i mavesækken
DT183,Fremmedlegeme i tyndtarmen
DT183A,Bezoar i tyndtarmen
DT184,Fremmedlegeme i tyktarmen
DT184A,Fremmedlegeme i colon sigmoideum
DT185,Fremmedlegeme i endetarm eller endetarmsåbning
DT185A,Fremmedlegeme i endetarmsåbning
DT185B,Fremmedlegeme i endetarm
DT188,Fremmedlegeme i anden lokalistion i fordøjelseskanalen
DT189,Fremmedlegeme i fordøjelseskanalen UNS
DT19,Fremmedlegeme i urin- og kønsorganerne
DT190,Fremmedlegeme i urinrøret
DT191,Fremmedlegeme i urinblæren
DT192,Fremmedlegeme i vulva eller vagina
DT192A,Fremmedlegeme i vagina
DT192B,Fremmedlegeme i vulva
DT193,Fremmedlegeme i livmoderen
DT198,Fremmedlegeme i anden lokalisation i urin- eller kønsorganer
DT199,Fremmedlegeme i urin- eller kønsorganer UNS
,Forbrændinger og ætsninger [DT20-DT32]
,Forbrændinger og ætsninger af huden i forskellige legemsregioner [DT20-DT25]
DT20,Forbrænding og ætsning på hovedet og halsen
DT200,Forbrænding UNS på hovedet og halsen
DT200A,Forbrænding UNS på hovedet
DT200B,Forbrænding UNS på halsen
DT201,1° forbrænding på hovedet og halsen
DT201A,1° forbrænding på hovedet
DT201B,1° forbrænding på halsen
DT202,2° forbrænding på hovedet og halsen
DT202A,2° forbrænding på hovedet
DT202B,2° forbrænding på halsen
DT203,3° forbrænding på hovedet og halsen
DT203A,3° forbrænding på hovedet
DT203B,3° forbrænding på halsen
DT204,Ætsning UNS på hovedet og halsen
DT204A,Ætsning UNS på hovedet
DT204B,Ætsning UNS på halsen
DT205,1° ætsning på hovedet og halsen
DT205A,1° ætsning på hovedet
DT205B,1° ætsning på halsen
DT206,2° ætsning på hovedet og halsen
DT206A,2° ætsning på hovedet
DT206B,2° ætsning på halsen
DT207,3° ætsning på hovedet og halsen
DT207A,3° ætsning på hovedet
DT207B,3° ætsning på halsen
DT21,Forbrænding og ætsning på kroppen
DT210,Forbrænding UNS på kroppen
DT211,1° forbrænding på kroppen
DT212,2° forbrænding på kroppen
DT213,3° forbrænding på kroppen
DT214,Ætsning UNS på kroppen
DT215,1° ætsning på kroppen
DT216,2° ætsning på kroppen
DT217,3° ætsning på kroppen
DT22,Forbrænding og ætsning på skulder og arm
DT220,Forbrænding UNS på overekstremitet
DT220A,Forbrænding UNS på skulder
DT220B,Forbrænding UNS på arm
DT221,1° forbrænding på overekstremitet
DT221A,1° forbrænding på skulder
DT221B,1° forbrænding på arm
DT222,2° forbrænding på overekstremitet
DT222A,2° forbrænding på skulder
DT222B,2° forbrænding på arm
DT223,3° forbrænding på overekstremitet
DT223A,3° forbrænding på skulder
DT223B,3° forbrænding på arm
DT224,Ætsning UNS på overekstremitet
DT224A,Ætsning UNS på skulder
DT224B,Ætsning UNS på arm
DT225,1° ætsning på overekstremitet
DT225A,1° ætsning på skulder
DT225B,1° ætsning på arm
DT226,2° ætsning på overekstremitet
DT226A,2° ætsning på skulder
DT226B,2° ætsning på arm
DT227,3° ætsning på overekstremitet
DT227A,3° ætsning på skulder
DT227B,3° ætsning på arm
DT23,Forbrænding og ætsning på håndled og hånd
DT230,Forbrænding UNS på håndled og hånd
DT230A,Forbrænding UNS på håndled
DT230B,Forbrænding UNS på hånd
DT231,1° forbrænding på håndled og hånd
DT231A,1° forbrænding på håndled
DT231B,1° forbrænding på hånd
DT232,2° forbrænding på håndled og hånd
DT232A,2° forbrænding på håndled
DT232B,2° forbrænding på hånd
DT233,3° forbrænding på håndled og hånd
DT233A,3° forbrænding på håndled
DT233B,3° forbrænding på hånd
DT234,Ætsning UNS på håndled og hånd
DT234A,Ætsning UNS på håndled
DT234B,Ætsning UNS på hånd
DT235,1° ætsning på håndled og hånd
DT235A,1° ætsning på håndled
DT235B,1° ætsning på hånd
DT236,2° ætsning på håndled og hånd
DT236A,2° ætsning på håndled
DT236B,2° ætsning på hånd
DT237,3° ætsning på håndled og hånd
DT237A,3° ætsning på håndled
DT237B,3° ætsning på hånd
DT24,Forbrænding og ætsning på hofte og ben
DT240,Forbrænding UNS på underekstremitet
DT240A,Forbrænding UNS på hofte
DT240B,Forbrænding UNS på ben
DT241,1° forbrænding på underekstremitet
DT241A,1° forbrænding på hofte
DT241B,1° forbrænding på ben
DT242,2° forbrænding på underekstremitet
DT242A,2° forbrænding på hofte
DT242B,2° forbrænding på ben
DT243,3° forbrænding på underekstremitet
DT243A,3° forbrænding på hofte
DT243B,3° forbrænding på ben
DT244,Ætsning UNS på underekstremitet
DT244A,Ætsning UNS på hofte
DT244B,Ætsning UNS på ben
DT245,1° ætsning på underekstremitet
DT245A,1° ætsning på hofte
DT245B,1° ætsning på ben
DT246,2° ætsning på underekstremitet
DT246A,2° ætsning på hofte
DT246B,2° ætsning på ben
DT247,3° ætsning på underekstremitet
DT247A,3° ætsning på hofte
DT247B,3° ætsning på ben
DT25,Forbrænding og ætsning på ankel og fod
DT250,Forbrænding UNS på ankel og fod
DT250A,Forbrænding UNS på fod
DT250B,Forbrænding UNS på ankel
DT251,1° forbrænding på ankel og fod
DT251A,1° forbrænding på fod
DT251B,1° forbrænding på ankel
DT252,2° forbrænding på ankel og fod
DT252A,2° forbrænding på fod
DT252B,2° forbrænding på ankel
DT253,3° forbrænding på ankel og fod
DT253A,3° forbrænding på fod
DT253B,3° forbrænding på ankel
DT254,Ætsning UNS på ankel og fod
DT254A,Ætsning UNS på fod
DT254B,Ætsning UNS på ankel
DT255,1° ætsning på ankel og fod
DT255A,1° ætsning på fod
DT255B,1° ætsning på ankel
DT256,2° ætsning på ankel og fod
DT256A,2° ætsning på fod
DT256B,2° ætsning på ankel
DT257,3° ætsning på ankel og fod
DT257A,3° ætsning på fod
DT257B,3° ætsning på ankel
,Forbrændinger og ætsninger af øjne og indre organer [DT26-DT28]
DT26,Forbrænding og ætsning af øje og øjenregion
DT260,Forbrænding af øjenlåg og øjenregion
DT260A,Forbrænding af øjenlåg
DT260B,Forbrænding af øjenregion
DT261,Forbrænding af cornea og konjunktiva
DT261A,Forbrænding af konjunktiva
DT261B,Forbrænding af cornea
DT262,Forbrænding af øje med ruptur eller destruktion af øjeæble
DT263,Forbrænding af anden del af øje eller øjenregion
DT264,Forbrænding af øje eller øjenregion UNS
DT265,Ætsning af øjenlåg og øjenregion
DT265A,Ætsning af øjenlåg
DT265B,Ætsning af øjenregion
DT266,Ætsning af cornea eller konjunktiva
DT266A,Ætsning af konjunktiva
DT266B,Ætsning af cornea
DT267,Ætsning af øje med ruptur eller destruktion af øjeæble
DT268,Ætsning af anden del af øje eller øjenregion
DT269,Ætsning af øje eller øjenregion UNS
DT27,Forbrænding og ætsning af luftveje
DT270,Forbrænding i larynx eller luftrøret
DT271,Forbrænding både i larynx eller luftrøret og lunger
DT272,Forbrænding af anden del af luftvejene
DT273,Forbrænding af luftvejene UNS
DT274,Ætsning i larynx eller luftrøret
DT275,Ætsning både i larynx eller luftrøret og lunger
DT276,Ætsning af anden del af luftvejene
DT277,Ætsning af luftvejene UNS
DT28,Forbrænding og ætsning af andre indre organer
DT280,Forbrænding i mundhulen eller svælget
DT280A,Forbrænding i mundhulen
DT280B,Forbrænding i svælget
DT281,Forbrænding i spiserøret
DT282,Forbrænding i anden del af fordøjelseskanalen
DT283,Forbrænding i indre urin- eller kønsorganer
DT284,Forbrænding i andet eller ikke specificeret indre organ
DT284A,Forbrænding af indre organer UNS
DT285,Ætsning i mundhulen eller svælget
DT285A,Ætsning i mundhulen
DT285B,Ætsning i svælget
DT286,Ætsning i spiserøret
DT287,Ætsning i anden del af fordøjelseskanalen
DT288,Ætsning i indre urin- eller kønsorganer
DT289,Ætsning i andet eller ikke specificeret indre organ
,Forbrændinger og ætsninger af flere og ikke specificerede regioner [DT29-DT32]
DT29,Forbrænding og ætsning af flere legemsregioner
DT290,Multiple forbrændinger UNS af flere legemsregioner
DT291,Multiple 1° forbrændinger uden 2° og 3° forbrændinger
DT292,Multiple 1° og 2° forbrændinger uden 3° forbrændinger
DT293,Multiple forbrændinger med mindst en 3° forbrænding
DT294,Multiple ætsninger UNS af flere legemsregioner
DT295,Multiple 1° ætsninger uden 2° og 3° ætsninger
DT296,Multiple 1° og 2° ætsninger uden 3° ætsninger
DT297,Multiple ætsninger med mindst en 3° ætsning
DT30,Forbrænding og ætsning uden angivelse af legemsregion
DT300,Forbrænding UNS
DT301,1° forbrænding UNS
DT302,2° forbrænding UNS
DT303,3° forbrænding UNS
DT304,Ætsning UNS
DT305,1° ætsning UNS
DT306,2° ætsning UNS
DT307,3° ætsning UNS
DT31,Forbrænding i procent af legemsoverfladen
DT310,Forbrænding af mindre end 10% af legemsoverfladen
DT310A,"Forbrænding, mindre end 5% af legemsoverfladen"
DT310B,"Forbrænding, 5-9 % af legemsoverfladen"
DT311,Forbrænding af 10-19% af legemsoverfladen
DT312,Forbrænding af 20-29% af legemsoverfladen
DT313,Forbrænding af 30-39% af legemsoverfladen
DT314,Forbrænding af 40-49% af legemsoverfladen
DT315,Forbrænding af 50-59% af legemsoverfladen
DT316,Forbrænding af 60-69% af legemsoverfladen
DT317,Forbrænding af 70-79% af legemsoverfladen
DT318,Forbrænding af 80-89% af legemsoverfladen
DT319,Forbrænding af 90% eller mere af legemsoverfladen
DT32,Ætsning i procent af legemsoverfladen
DT320,Ætsning af mindre end 10% af legemsoverfladen
DT320A,"Ætsning, mindre end 5% af legemsoverfladen"
DT320B,"Ætsning, 5-9 % af legemsoverfladen"
DT321,Ætsning af 10-19% af legemsoverfladen
DT322,Ætsning af 20-29% af legemsoverfladen
DT323,Ætsning af 30-39% af legemsoverfladen
DT324,Ætsning af 40-49% af legemsoverfladen
DT325,Ætsning af 50-59% af legemsoverfladen
DT326,Ætsning af 60-69% af legemsoverfladen
DT327,Ætsning af 70-79% af legemsoverfladen
DT328,Ætsning af 80-89% af legemsoverfladen
DT329,Ætsning af 90% eller mere af legemsoverfladen
,Forfrysninger [DT33-DT35]
DT33,Overfladisk forfrysning
DT330,Overfladisk forfrysning på hovedet
DT331,Overfladisk forfrysning på halsen
DT332,Overfladisk forfrysning på thorax
DT333,"Overfladisk forfrysning på abdomen, lænden eller bækkenet"
DT334,Overfladisk forfrysning på overekstremitet
DT335,Overfladisk forfrysning på håndled eller hånd
DT336,Overfladisk forfrysning på hofte eller lår
DT337,Overfladisk forfrysning på knæ eller underben
DT338,Overfladisk forfrysning på ankel eller fod
DT339,Overfladisk forfrysning UNS
DT34,Forfrysning med nekrose
DT340,Forfrysning med nekrose på hovedet
DT341,Forfrysning med nekrose på halsen
DT342,Forfrysning med nekrose på thorax
DT343,"Forfrysning med nekrose på abdomen, lænden og bækkenet"
DT344,Forfrysning med nekrose på overekstremitet
DT345,Forfrysning med nekrose på håndled eller hånd
DT346,Forfrysning med nekrose på hofte eller lår
DT347,Forfrysning med nekrose på knæ eller underben
DT348,Forfrysning med nekrose på ankel eller fod
DT349,Forfrysning med nekrose med anden eller ikke specificeret lokalisation
DT35,Forfrysninger i flere legemsregioner og ikke specificeret forfrysning
DT350,Multiple overfladiske forfrysninger i flere legemsregioner
DT351,Multiple forfrysninger med nekroser i flere legemsregioner
DT352,Forfrysninger på hovedet eller halsen UNS
DT353,"Forfrysninger på thorax, abdomen, lænden eller bækkenet UNS"
DT354,Forfrysninger på overekstremitet UNS
DT355,Forfrysninger på underekstremitet UNS
DT356,Multiple forfrysninger UNS
DT357,Forfrysning UNS
,Skadelige virkninger af lægemidler og biologiske stoffer [DT36-DT50]
DT36,Forgiftning med antibiotika til systemisk brug
DT360,Forgiftning med antibiotikum af kendt art
DT369,Forgiftning med antibiotikum UNS
DT37,Forgiftning med andre antibakterielle og antiparasitære midler
DT370,Forgiftning med andet kendt antibakterielt eller antiparasitært middel
DT379,Forgiftning med andet antibakterielt eller antiparasitært middel UNS
DT38,Forgiftning med hormoner og syntetiske substitutter og antagonister IKA
DT380,"Forgiftning med hormon, syntetisk substitut eller antagonist af kendt art IKA"
DT383,Forgiftning med insulin eller andet antidiabetika
DT383A,Insulinshock
DT389,"Forgiftning med hormon, syntetisk substitut eller antagonist UNS"
DT39,Forgiftning med svage smertestillende midler
DT390,Forgiftning med svagt smertestillende middel af kendt art
DT398,Forgiftning med andet svagt smertestillende middel
DT398A,Forgiftning med paracetamol
DT399,Forgiftning med svagt smertestillende middel UNS
DT40,"Forgiftninger med opioider, kokain og hallucinogener"
DT400,Forgiftning med opium
DT401,Forgiftning med heroin
DT402,Forgiftning med andet opioid
DT402A,Forgiftning med kodein
DT402B,Forgiftning med morfin
DT403,Forgiftning med metadon
DT404,Forgiftning med andet syntetisk opioid
DT404A,Forgiftning med petidin
DT405,Forgiftning med kokain
DT406,Forgiftning med andet eller ikke specificeret opioid
DT406W,Forgiftning med opioid UNS
DT407,Forgiftning med cannabis
DT408,Forgiftning med lysergsyrediethylamid (LSD)
DT409,Forgiftning med andet eller ikke specificeret hallucinogen
DT409A,Forgiftning med euforiserende svampe
DT409B,Forgiftning med meskalin
DT409C,Forgiftning med psilocin
DT409D,Forgiftning med psilocybin
DT409X,Forgiftning ved blandingsmisbrug med hallucinogener
DT409Z,Forgiftning med hallucinogen UNS
DT41,Forgiftninger med bedøvelsesmidler og terapeutiske gasarter
DT410,Forgiftning med inhaleret bedøvelsesmiddel
DT411,Forgiftning med intravenøst bedøvelsesmiddel
DT411A,Forgiftning med thiobarbiturat
DT412,Forgiftning med andet eller ikke specificeret middel til generel anæstesi
DT413,Forgiftning med lokalt anæstetisk middel
DT414,Forgiftning med andet eller ikke specificeret anæstetisk middel
DT415,Forgiftning med terapeutisk gasart
DT415A,Forgiftning med kuldioxid
DT415B,Forgiftning med oxygen
DT42,"Forgiftninger med epilepsi-, sove- og antiparkinsonmidler"
DT420,Forgiftning med hydantoinderivat
DT421,Forgiftning med carboxamidderivat
DT422,Forgiftning med succinimiderivat
DT423,Forgiftning med barbituratderivat
DT424,Forgiftning med benzodiazepinderivat
DT425,"Forgiftning med blanding af antiepileptika, IKA"
DT426,"Forgiftning andet antiepileptikum, sovemiddel eller beroligende middel"
DT427,"Forgiftning med antiepileptikum, sovemiddel eller beroligende middel UNS"
DT428,Forgiftning med antiparkinsonmiddel eller andet centralt virkende muskeltonusnedsættende middel
DT429,"Forgiftning med epilepsi-, sove- eller antiparkinsonmiddel UNS"
DT43,"Forgiftninger med andre psykotrope midler, IKA"
DT430,Forgiftning med cykliske antidepressive midler
DT431,Forgiftning med MAO-hæmmer
DT432,Forgiftning med andet antidepressivum
DT433,Forgiftning med fenotiazin
DT434,Forgiftning med butyrofenoner eller thioxantener
DT435,Forgiftning med andet antipsykotisk eller neuroleptisk lægemiddel
DT436,Forgiftning med psykostimulerende stoffer med misbrugspotentiale
DT436A,Forgiftning med amfetamin
DT436B,Forgiftning med ecstasy
DT436C,Forgiftning med khat
DT438,Forgiftning med andet psykotropt middel
DT438A,Forgiftning med designer drug
DT439,Forgiftning med psykotropt middel UNS
DT44,Forgiftning med lægemidler med virkning på det autonome nervesystem
DT440,Forgiftning med lægemiddel af kendt art med virkning på det autonome nervesystem
DT449,Forgiftning med lægemiddel UNS med virkning på autonome nerver
DT45,Forgiftning med lægemidler med systemisk og hæmatologisk virkning IKA
DT450,Forgiftning med lægemiddel af kendt art med systemisk eller hæmatologisk virkning IKA
DT450A,Forgiftning med lægemiddel af kendt art med virkning på koagulation IKA
DT459,Forgiftning med lægemiddel UNS med systemisk eller hæmatologisk virkning IKA
DT459A,Forgiftning med lægemiddel UNS med virkning på koagulation IKA
DT46,Forgiftning med lægemidler med virkning primært på hjerte og kredsløb
DT460,Forgiftning med lægemiddel af kendt art med virkning primært på hjerte og kredsløb
DT469,Forgiftning med lægemiddel UNS med virkning primært på hjerte og kredsløb
DT47,Forgiftning med lægemidler med virkning primært på fordøjelsessystemet
DT470,Forgiftning med lægemiddel med virkning primært på fordøjelsessystemet
DT479,Forgiftning med lægemiddel UNS med virkning primært på fordøjelsessystemet
DT48,"Forgiftning med lægemidler med virkning primært på glat muskulatur, bevægeapparat og åndedrætsorganer"
DT480,"Forgiftning med lægemiddel af kendt art med virkning primært på glat muskulatur, bevægeapparat eller åndedrætsorganer"
DT489,"Forgiftning med lægemiddel UNS med virkning primært på glat muskulatur, bevægeapparat eller åndedrætsorganer"
DT49,"Forgiftning med lokalt virkende lægemidler til hud, slimhinder, øjne, ører, næse, hals og tænder"
DT490,"Forgiftning med lokalt virkende lægemiddel af kendt art til hud, slimhinder, øjne, ører, næse, hals eller tænder"
DT499,"Forgiftning med lokalt virkende lægemiddel UNS til hud, slimhinder, øjne, ører, næse, hals eller tænder"
DT50,Forgiftning med diuretika og andre og ikke specificerede lægemidler og biologiske stoffer
DT500,Forgiftning med diuretikum eller andet lægemiddel eller biologisk stof af kendt art
DT500A,Antabus-alkohol reaktion
DT509,Forgiftning med lægemiddel eller biologisk stof UNS
DT509A,Forgiftning med lægemiddel UNS
DT509B,Forgiftning med biologisk stof UNS
,Skadelige virkninger af ikke-medicinske substanser [DT51-DT65]
DT51,Forgiftning med alkohol
DT510,Ethanolforgiftning
DT511,Metanolforgiftning
DT512,Isopropanolforgiftning
DT513,Fuselolieforgiftning
DT513A,Butylalkoholforgiftning
DT513B,Propylalkoholforgiftning
DT518,Forgiftning med anden type alkohol
DT519,Alkoholforgiftning UNS
DT52,Forgiftning med organiske opløsningsmidler
DT520,Petroleumsforgiftning
DT520A,Benzinforgiftning
DT521,Benzenforgiftning
DT522,Forgiftning med benzenhomolog
DT522A,Toluenforgiftning
DT522B,Xylenforgiftning
DT523,Glycolforgiftning
DT523A,Ethylenglycolforgiftning
DT524,Ketonforgiftning
DT528,Forgiftning med andet organisk opløsningsmiddel
DT528A,Forgiftning med gamma-butyrolactone (GBL)
DT529,Forgiftning med organisk opløsningsmiddel UNS
