Kode,Tekst
MN05CC02,chloralodol
MN05CC03,acetylglycinamidchloralhydrat
MN05CC04,dichloralphenazon
MN05CC05,paraldehyd
MN05CD,benzodiazepin-derivater
MN05CD01,flurazepam
MN05CD02,nitrazepam
MN05CD03,flunitrazepam
MN05CD04,estazolam
MN05CD05,triazolam
MN05CD06,lormetazepam
MN05CD07,temazepam
MN05CD08,midazolam
MN05CD09,brotizolam
MN05CD10,quazepam
MN05CD11,loprazolam
MN05CD12,doxefazepam
MN05CD13,cinolazepam
MN05CD14,remimazolam
MN05CD15,nimetazepam
MN05CE,piperidindion-derivater
MN05CE01,glutethimid
MN05CE02,methyprylon
MN05CE03,pyrithyldion
MN05CF,benzodiazepin-relaterede midler
MN05CF01,zopiclon
MN05CF02,zolpidem
MN05CF03,zaleplon
MN05CF04,eszopiclon
MN05CH,melatoninreceptor-agonister
MN05CH01,melatonin
MN05CH02,ramelteon
MN05CH03,tasimelteon
MN05CM,andre hypnotica og sedativa
MN05CM01,methaqualon
MN05CM02,clomethiazol
MN05CM03,bromisoval
MN05CM04,carbromal
MN05CM05,scopolamin
MN05CM06,propiomazin
MN05CM07,triclofos
MN05CM08,ethchlorvynol
MN05CM09,baldrianrod
MN05CM10,hexapropymat
MN05CM11,bromider
MN05CM12,apronal
MN05CM13,valnoctamid
MN05CM15,methylpentynol
MN05CM16,niaprazin
MN05CM18,dexmedetomidin
MN05CM19,suvorexant
MN05CM21,lemborexant
MN05CX,"hypnotica og sedativa, komb., excl. barbiturater"
MN05CX01,"meprobamat, kombinationer"
MN05CX02,"methaqualon, kombinationer"
MN05CX03,"methylpentynol, kombinationer"
MN05CX04,"clomethiazol, kombinationer"
MN05CX05,"emepron, kombinationer"
MN05CX06,"dipiperonylaminoethanol, kombinationer"
MN06,psychoanaleptica
MN06A,antidepressiva
MN06AA,non-selektive monoamin re-optagelse inhibitorer
MN06AA01,desipramin
MN06AA02,imipramin
MN06AA03,imipraminoxid
MN06AA04,clomipramin
MN06AA05,opipramol
MN06AA06,trimipramin
MN06AA07,lofepramin
MN06AA08,dibenzepin
MN06AA09,amitriptylin
MN06AA10,nortriptylin
MN06AA11,protriptylin
MN06AA12,doxepin
MN06AA13,iprindol
MN06AA14,melitracen
MN06AA15,butriptylin
MN06AA16,dosulepin
MN06AA17,amoxapin
MN06AA18,dimetacrin
MN06AA19,amineptin
MN06AA21,maprotilin
MN06AA23,quinupramin
MN06AB,selektive serotonin re-optagelse inhibitorer
MN06AB02,zimeldin
MN06AB03,fluoxetin
MN06AB04,citalopram
MN06AB05,paroxetin
MN06AB06,sertralin
MN06AB07,alaproclat
MN06AB08,fluvoxamin
MN06AB09,etoperidon
MN06AB10,escitalopram
MN06AF,"monoamin-oxidase hæmmere, non-selektive"
MN06AF01,isocarboxazid
MN06AF02,nialamid
MN06AF03,phenelzin
MN06AF04,tranylcypromin
MN06AF05,iproniazid
MN06AF06,iproclozid
MN06AG,monoamin-oxidase type A hæmmere
MN06AG02,moclobemid
MN06AG03,toloxaton
MN06AX,andre antidepressiva
MN06AX01,oxitriptan
MN06AX02,tryptophan
MN06AX03,mianserin
MN06AX04,nomifensin
MN06AX05,trazodon
MN06AX06,nefazodon
MN06AX07,minaprin
MN06AX08,bifemelan
MN06AX09,viloxazin
MN06AX10,oxaflozan
MN06AX11,mirtazapin
MN06AX12,bupropion
MN06AX13,medifoxamin
MN06AX14,tianeptin
MN06AX15,pivagabin
MN06AX16,venlafaxin
MN06AX17,milnacipran
MN06AX18,reboxetin
MN06AX19,gepiron
MN06AX21,duloxetin
MN06AX22,agomelatin
MN06AX23,desvenlafaxin
MN06AX24,vilazodon
MN06AX25,perikon
MN06AX26,vortioxetin
MN06AX27,esketamin
MN06AX28,levomilnacipran
MN06AX29,brexanolon
MN06B,"psychostimulantia, midler for adhd og nootropica"
MN06BA,centralt virkende sympathomimetica
MN06BA01,amfetamin
MN06BA02,dexamfetamin
MN06BA03,metamfetamin
MN06BA04,methylphenidat
MN06BA05,pemolin
MN06BA06,fencamfamin
MN06BA07,modafinil
MN06BA08,fenozolon
MN06BA09,atomoxetin
MN06BA10,fenetyllin
MN06BA11,dexmethylphenidat
MN06BA12,lisdexamfetamin
MN06BA13,armodafinil
MN06BA14,solriamfetol
MN06BA15,dexmethylphenidat og serdexmethylphenidat
MN06BC,xanthin-derivater
MN06BC01,caffein
MN06BC02,propentofyllin
MN06BX,andre psychostimulantia og nootropica
MN06BX01,meclofenoxat
MN06BX02,pyritinol
MN06BX03,piracetam
MN06BX04,deanol
MN06BX05,fipexid
MN06BX06,citicolin
MN06BX07,oxiracetam
MN06BX08,pirisudanol
MN06BX09,linopirdin
MN06BX10,nizofenon
MN06BX11,anirazetam
MN06BX12,acetylcarnitin
MN06BX13,idebenon
MN06BX14,prolintan
MN06BX15,pipradrol
MN06BX16,pramiracetam
MN06BX17,adrafinil
MN06BX18,vinpocetin
MN06BX21,temgicoluril
MN06BX22,phenibut
MN06C,psycholeptica og psychoanaleptica i kombination
MN06CA,antidepressiva i kombination med psycholeptica
MN06CA01,amitriptylin og psycholeptica
MN06CA02,melitracen og psycholeptica
MN06CA03,fluoxetin og psycholeptica
MN06CB,psychostimulantia i komb. med psycholeptica
MN06D,midler mod demens
MN06DA,anticholinesteraser
MN06DA01,tacrin
MN06DA02,donepezil
MN06DA03,rivastigmin
MN06DA04,galantamin
MN06DA05,ipidacrin
MN06DA52,donepezil og memantin
MN06DA53,"donepezil, memantin og ginkgoblad"
MN06DX,andre midler mod demens
MN06DX01,memantin
MN06DX02,ginkgoblad
MN06DX03,aducanumab
MN06DX30,kombinationer
MN07,andre midler med virkn. på centralnervesystemet
MN07A,parasympatomimetica
MN07AA,anticholinesteraser
MN07AA01,neostigmin
MN07AA02,pyridostigmin
MN07AA03,distigmin
MN07AA30,ambenon
MN07AA51,"neostigmin, kombinationer"
MN07AB,cholin-estere
MN07AB01,carbacholin
MN07AB02,bethanechol
MN07AX,andre parasympatomimetica
MN07AX01,pilocarpin
MN07AX02,cholinalfoscerat
MN07AX03,cevimelin
MN07B,midler mod afhængighedsforstyrrelser
MN07BA,midler mod nicotinafhængighed
MN07BA01,nicotin
MN07BA03,vareniclin
MN07BA04,cytisiniclin
MN07BB,midler mod alkoholafhængighed
MN07BB01,disulfiram
MN07BB02,calciumcarbimid
MN07BB03,acamprosat
MN07BB04,naltrexon
MN07BB05,nalmefen
MN07BC,midler mod opioidafhængighed
MN07BC01,buprenorphin
MN07BC02,methadon
MN07BC03,levacetylmethadol
MN07BC04,lofexidin
MN07BC05,levomethadon
MN07BC06,diamorphin
MN07BC51,"buprenorphin, komb."
MN07C,midler mod svimmelhed
MN07CA,midler mod svimmelhed
MN07CA01,betahistin
MN07CA02,cinnarizin
MN07CA03,flunarizin
MN07CA04,acetylleucin
MN07CA52,"cinnarizin, kombinationer"
MN07X,andre midler med virkn. på nervesystemet
MN07XA,gangliosider og gangliosid-derivater
MN07XX,andre midler med virkning på nervesystemet
MN07XX01,tirilazad
MN07XX02,riluzol
MN07XX03,xaliproden
MN07XX04,natriumoxybat
MN07XX05,amifampridin
MN07XX06,tetrabenazin
MN07XX07,fampridin
MN07XX08,tafamidis
MN07XX10,laquinimod
MN07XX11,pitolisant
MN07XX12,patisiran
MN07XX13,valbenazin
MN07XX14,edaravon
MN07XX15,inotersen
MN07XX16,deutetrabenazin
MN07XX17,arimoclomol
MN07XX18,vutrisiran
MN07XX59,"dextromethorphan, kombinationer"
MP,"Antiparasitære midler, insekticider og repellanter"
MP01,antiprotozo-midler
MP01A,midler mod amøbe- og andre protozo-sygdomme
MP01AA,hydroxyquinolin-derivater
MP01AA01,broxyquinolin
MP01AA02,clioquinol
MP01AA04,chlorquinaldol
MP01AA05,tilbroquinol
MP01AA30,tilbroquinol og tiliquinol
MP01AA52,"clioquinol, kombinationer"
MP01AB,nitroimidazol-derivater
MP01AB01,metronidazol
MP01AB02,tinidazol
MP01AB03,ornidazol
MP01AB04,azanidazol
MP01AB05,propenidazol
MP01AB06,nimorazol
MP01AB07,secnidazol
MP01AB51,metronidazol og furazolidon
MP01AB52,metronidazol og diloxanid
MP01AC,dichloracetamid-derivater
MP01AC01,diloxanid
MP01AC02,clefamid
MP01AC03,etofamid
MP01AC04,teclozan
MP01AR,arsen-forbindelser
MP01AR01,arsthinol
MP01AR02,difetarson
MP01AR03,glycobiarsol
MP01AR53,"glycobiarsol, kombinationer"
MP01AX,andre midler mod amøbesygdomme
MP01AX01,kiniofon
MP01AX02,emetin
MP01AX04,phanquinon
MP01AX05,mepacrin
MP01AX06,atovaquon
MP01AX07,trimetrexat
MP01AX08,tenonitrozol
MP01AX09,dihydroemetin
MP01AX10,fumagillin
MP01AX11,nitazoxanid
MP01AX52,"emetin, kombinationer"
MP01B,malariamidler
MP01BA,aminochinoliner
MP01BA01,chloroquin
MP01BA02,hydroxychloroquin
MP01BA03,primaquin
MP01BA04,mepacrin
MP01BA06,amodiaquin
MP01BA07,tafenoquin
MP01BB,biguanider
MP01BB01,proguanil
MP01BB02,cycloguanilembonat
MP01BB51,proguanil og atovaquon
MP01BB52,chloroquin og proguanil
MP01BC,methanolquinoliner
MP01BC01,quinin
MP01BC02,mefloquin
MP01BD,diaminopyrimidiner
MP01BD01,pyrimethamin
MP01BD51,"pyrimethamin, kombinationer"
MP01BE,"artemisinin og derivater, usammensatte"
MP01BE01,artemisinin
MP01BE02,artemether
MP01BE03,artesunat
MP01BE04,artemotil
MP01BE05,artenimol
MP01BF,"artemisinin og derivater, kombinationer"
MP01BF01,artemether og lumefantrin
MP01BF02,artesunat og mefloquin
MP01BF03,artesunat og amodiaquin
MP01BF04,"artesunat, sulfalen og pyrimethamin"
MP01BF05,artenimol og piperaquin
MP01BF06,artesunat og pyronaridin
MP01BF07,artemisinin og piperaquin
MP01BF08,artemisinin og naphthoquin
MP01BF09,"artesunat, sulfadoxin og pyrimethamin"
MP01BX,andre malariamidler
MP01BX01,halofantrin
MP01BX02,arterolan og piperaquin
MP01C,midler mod leishmaniasis og trypanosomiasis
MP01CA,nitroimidazol-derivater
MP01CA02,benznidazol
MP01CA03,fexinidazol
MP01CB,antimon-forbindelser
MP01CB01,megluminantimonat
MP01CB02,natriumstibogluconat
MP01CC,nitrofuran-derivater
MP01CC01,nifurtimox
MP01CC02,nitrofural
MP01CD,arsen-forbindelser
MP01CD01,melarsoprol
MP01CD02,acetarsol
MP01CX,andre midler mod leishmaniasis og trypanosomiasis
MP01CX01,pentamidinisethionat
MP01CX02,suraminnatrium
MP01CX03,eflornithin
MP01CX04,miltefosin
MP02,anthelmintica
MP02B,antitrematode-midler
MP02BA,quinolin-derivater
MP02BA01,praziquantel
MP02BA02,oxamniquin
MP02BB,organiske phosphor-forbindelser
MP02BB01,metrifonat
MP02BX,andre antitrematode-midler
MP02BX01,bithionol
MP02BX02,niridazol
MP02BX03,stibophen
MP02BX04,triclabendazol
MP02C,antinematode-midler
MP02CA,benzimidazol-derivater
MP02CA01,mebendazol
MP02CA02,tiabendazol
MP02CA03,albendazol
MP02CA04,ciclobendazol
MP02CA05,flubendazol
MP02CA06,fenbendazol
MP02CA51,"mebendazol, kombinationer"
MP02CB,piperazin-derivater
MP02CB01,piperazin
MP02CB02,diethylcarbamazin
MP02CC,tetrahydropyrimidin-derivater
MP02CC01,pyrantel
MP02CC02,oxantel
MP02CE,imidazothiazol-derivater
MP02CE01,levamisol
MP02CF,avermectiner
MP02CF01,ivermectin
MP02CX,andre antinematode-midler
MP02CX01,pyrvinium
MP02CX02,bephenium
MP02CX03,moxidectin
MP02D,anticestodale midler
MP02DA,salicylsyre-derivater
MP02DA01,niclosamid
MP02DX,andre anticestodale midler
MP02DX01,desaspidin
MP02DX02,dichlorophen
MP03,"ectoparasitmidler, incl scabiesmidler, insekticider og repellanter"
MP03A,"ectoparasitmidler, incl scabiesmidler"
MP03AA,svovlholdige midler
MP03AA01,dixanthogen
MP03AA02,kaliumpolysulfid
MP03AA03,mesulfen
MP03AA04,disulfiram
MP03AA05,thiram
MP03AA54,"disulfiram, kombinationer"
MP03AB,chlorholdige midler
MP03AB01,clofenotan
MP03AB02,lindan
MP03AB51,"clofenotan, kombinationer"
MP03AC,"pyrethriner, incl. syntetiske forbindelser"
MP03AC01,pyrethrum
MP03AC02,bioallethrin
MP03AC03,phenothrin
MP03AC04,permethrin
MP03AC51,"pyrethrum, kombinationer"
MP03AC52,"bioallethrin, kombinationer"
MP03AC53,"phenothrin, kombinationer"
MP03AC54,"permethrin, kombinationer"
MP03AX,"andre ectoparasitmidler, incl. scabiesmidler"
MP03AX01,benzylbenzoat
MP03AX02,kobberoleinat
MP03AX03,malathion
MP03AX04,quassia
MP03AX05,dimeticon
MP03AX06,benzylalkohol
MP03AX07,abametapir
MP03B,insekticider og repellanter
MP03BA,pyrethriner
MP03BA01,cyfluthrin
MP03BA02,cypermethrin
MP03BA03,decamethrin
MP03BA04,tetramethrin
MP03BX,andre insekticider og repellanter
MP03BX01,diethyltoluamid
MP03BX02,dimethylphthalat
MP03BX03,dibutylphthalat
MP03BX04,dibutylsuccinat
MP03BX05,dimethylcarbat
MP03BX06,etohexadiol
MR,Respirationssystemet
MR01,midler mod sygdomme i næsehulen
MR01A,decongestants and other nasal preparations for topical use
MR01AA,"sympathomimetica, usammensatte"
MR01AA02,cyclopentamin
MR01AA03,ephedrin
MR01AA04,phenylephrin
MR01AA05,oxymetazolin
MR01AA06,tetryzolin
MR01AA07,xylometazolin
MR01AA08,naphazolin
MR01AA09,tramazolin
MR01AA10,metizolin
MR01AA11,tuaminoheptan
MR01AA12,fenoxazolin
MR01AA13,tymazolin
MR01AA14,adrenalin
MR01AA15,indanazolin
MR01AB,"sympathomimetica, komb. excl. corticosteroider"
MR01AB01,phenylephrin
MR01AB02,naphazolin
MR01AB03,tetryzolin
MR01AB05,ephedrin
MR01AB06,xylometazolin
MR01AB07,oxymetazolin
MR01AB08,tuaminoheptan
MR01AC,"antiallergiske midler, excl. corticosteroider"
MR01AC01,cromoglicinsyre
MR01AC02,levocabastin
MR01AC03,azelastin
MR01AC04,antazolin
MR01AC05,spagluminsyre
MR01AC06,thonzylamin
MR01AC07,nedocromil
MR01AC08,olopatadin
MR01AC51,"cromoglicinsyre, kombinationer"
MR01AD,corticosteroider
MR01AD01,beclomethason
MR01AD02,prednisolon
MR01AD03,dexamethason
MR01AD04,flunisolid
MR01AD05,budesonid
MR01AD06,betamethason
MR01AD07,tixocortol
MR01AD08,fluticason
MR01AD09,mometason
MR01AD11,triamcinolon
MR01AD12,fluticasonfuroat
MR01AD13,ciclesonid
MR01AD52,"prednisolon, kombinationer"
MR01AD53,"dexamethason, kombinationer"
MR01AD57,"tixocortol, kombinationer"
MR01AD58,"fluticason, kombinationer"
MR01AD59,"mometason, kombinationer"
MR01AD60,"hydrocortison, komb."
MR01AX,andre midler mod sygdomme i næsehulen
MR01AX01,calciumhexaminthiocyanat
MR01AX02,retinol
MR01AX03,ipratropiumbromid
MR01AX05,ritiometan
MR01AX06,mupirocin
MR01AX07,hexamidin
MR01AX08,framycetin
MR01AX09,hyaluronsyre
MR01AX10,diverse
MR01AX30,kombinationer
MR01B,nasal decongestants for systemic use
MR01BA,sympathomimetica
MR01BA01,phenylpropanolamin
MR01BA02,pseudoephedrin
MR01BA03,phenylephrin
MR01BA51,"phenylpropanolamin, kombinationer"
MR01BA52,"pseudoephedrin, kombinationer"
MR01BA53,"phenylephrin, komb."
MR02,halsmidler
MR02A,halsmidler
MR02AA,antiseptica
MR02AA01,ambazon
MR02AA02,dequalon
MR02AA03,dichlorbenzylalkohol
MR02AA05,chlorhexidin
MR02AA06,cetylpyridin
MR02AA09,benzethonium
MR02AA10,myristyl-benzalkon
MR02AA11,chlorquinaldol
MR02AA12,hexylresorcinol
MR02AA13,acriflavinchlorid
MR02AA14,oxyquinolin
MR02AA15,povidone-iod
MR02AA16,benzalkonium
MR02AA17,cetrimonium
MR02AA18,hexamidin
MR02AA19,phenol
MR02AA20,diverse antiseptica
MR02AA21,octenidin
MR02AB,antibiotica
MR02AB01,neomycin
MR02AB02,tyrothricin
MR02AB03,fusafungin
MR02AB04,bacitracin
MR02AB30,gramicidin
MR02AD,lokalanæstetika
MR02AD01,benzocain
MR02AD02,lidocain
MR02AD03,cocain
MR02AD04,dyclonin
MR02AD05,ambroxol
MR02AX,andre halsmidler
MR02AX01,flurbiprofen
MR02AX02,ibuprofen
MR02AX03,benzydamin
MR03,midler mod obstruktiv lungesygdom
MR03A,adrenergica til inhalation
MR03AA,alfa- og beta-adrenoceptor agonister
MR03AA01,adrenalin
MR03AB,non-selektive beta-adrenoceptor agonister
MR03AB02,isoprenalin
MR03AB03,orciprenalin
MR03AC,selektive beta-2-adrenoceptor agonister
MR03AC02,salbutamol
MR03AC03,terbutalin
MR03AC04,fenoterol
MR03AC05,rimiterol
MR03AC06,hexoprenalin
MR03AC07,isoetarin
MR03AC08,pirbuterol
MR03AC09,tretoquinol
MR03AC10,carbuterol
MR03AC11,tulobuterol
MR03AC12,salmeterol
MR03AC13,formoterol
MR03AC14,clenbuterol
MR03AC15,reproterol
MR03AC16,procaterol
MR03AC17,bitolterol
MR03AC18,indacaterol
MR03AC19,olodaterol
MR03AH,kombinationer af adrenergica
MR03AK,"adrenergica komb.m. corticosteroider/andre midler, ex. anticholinergica"
MR03AK01,adrenalin og andre midler mod obstruktiv lungesygdom
MR03AK02,isoprenalin og andre midler mod obstruktiv lungesygdom
MR03AK04,salbutamol og natriumcromoglicinsyre
MR03AK05,reproterol og natriumcromoglicinsyre
MR03AK06,salmeterol og fluticason
MR03AK07,formoterol og budesonid
MR03AK08,formoterol og beclometason
MR03AK09,formoterol og mometason
MR03AK10,vilanterol og fluticasonfuroat
MR03AK11,formoterol og fluticason
MR03AK12,salmeterol og budesonid
MR03AK13,salbutamol og beclometason
MR03AK14,indacaterol og mometason
MR03AL,adrenergica i kombination med anticholinergica inkl. 3-stof i kombination med corticosteroider
MR03AL01,fenoterol og ipratropiumbromid
MR03AL02,salbutamol og ipratropiumbromid
MR03AL03,vilanterol og umeclidiniumbromid
MR03AL04,indacaterol og glycopyrroniumbromid
MR03AL05,formoterol og aclidiniumbromid
MR03AL06,olodaterol og tiotropiumbromid
MR03AL07,formoterol og glycopyrroniumbromid
MR03AL08,"vilanterol, umeclidiniumbromid og fluticasonfuroat"
MR03AL09,"formoterol, glycopyrroniumbromid og beclometason"
MR03AL10,formoterol og tiotropiumbromid
MR03AL11,"formoterol, glycopyrroniumbromid og budesonid"
MR03AL12,"indacaterol, glycopyrroiniumbromid og mometason"
MR03B,"andre midler mod obstruktiv lungesygdom, inhalation"
MR03BA,glucocorticoider
MR03BA01,beclomethason
MR03BA02,budesonid
MR03BA03,flunisolid
MR03BA04,betamethason
MR03BA05,fluticason
MR03BA06,triamcinolon
MR03BA07,mometason
MR03BA08,ciclesonid
MR03BA09,fluticasonfuroat
MR03BB,anticholinergica
MR03BB01,ipratropiumbromid
MR03BB02,oxitropiumbromid
MR03BB03,stramonium-præparater
MR03BB04,tiotropiumbromid
MR03BB05,aclidiniumbromid
MR03BB06,glycopyrroniumbromid
MR03BB07,umeclidiniumbromid
MR03BB08,revefenacin
MR03BB54,"tiotropiumbromid, kombinationer"
MR03BC,"antiallergiske midler, excl corticosteroider"
MR03BC01,cromoglicinsyre
MR03BC03,nedocromil
MR03BX,"andre midler mod obstruktiv lungesygdom, inhalation"
MR03BX01,fenspirid
MR03C,adrenergica til systemisk brug
MR03CA,alfa- og beta-adrenoceptor agonister
MR03CA02,ephedrin
MR03CB,non-selektive beta-adrenoceptor agonister
MR03CB01,isoprenalin
MR03CB02,methoxyphenamin
MR03CB03,orciprenalin
MR03CB51,"isoprenalin, komb."
MR03CB53,"orciprenalin, kombinationer"
MR03CC,selektive beta-2-adrenoceptor agonister
MR03CC02,salbutamol
MR03CC03,terbutalin
MR03CC04,fenoterol
MR03CC05,hexoprenalin
MR03CC06,isoetarin
MR03CC07,pirbuterol
MR03CC08,procaterol
MR03CC09,tretoquinol
MR03CC10,carbuterol
MR03CC11,tulobuterol
MR03CC12,bambuterol
MR03CC13,clenbuterol
MR03CC14,reproterol
MR03CC15,formoterol
MR03CC53,"terbutalin, kombinationer"
MR03CC63,clenbuterol og ambroxol
MR03CK,adrenergica og andre midler mod obstruktiv lungesygdom
MR03D,andre systemiske midler mod obstruktiv lungesygdom
MR03DA,xanthiner
MR03DA01,diprophyllin
MR03DA02,cholintheophyllinat
MR03DA03,proxyphyllin
MR03DA04,theophyllin
MR03DA05,aminophyllin
MR03DA06,etamiphyllin
MR03DA07,theobromine
MR03DA08,bamifyllin
MR03DA09,acefyllinpiperazin
MR03DA10,bufyllin
MR03DA11,doxofyllin
MR03DA12,mepyramin-theophyllinacetat
MR03DA20,kombinationer af xanthiner
MR03DA51,"diprophyllin, kombinationer"
MR03DA54,"theophyllin, kombinationer excl. psycholeptica"
MR03DA55,"aminophyllin, kombinationer"
MR03DA57,"theobromin, kombinationer"
MR03DA74,"theophyllin, kombinationer med psycholeptica"
MR03DB,xanthiner og adrenergica
MR03DB01,diprophyllin og adrenergica
MR03DB02,cholintheophyllinat og adrenergica
MR03DB03,proxyphyllin og adrenergica
MR03DB04,theophyllin og adrenergica
MR03DB05,aminophyllin og adrenergica
MR03DB06,etamiphyllin og adrenergica
MR03DC,leukotrien-receptor antagonister
MR03DC01,zafirlukast
MR03DC02,pranlukast
MR03DC03,montelukast
MR03DC04,ibudilast
MR03DC53,"montelukast, kombinationer"
MR03DX,andre systemiske midler mod obstruktiv lungesygdom
MR03DX01,amlexanox
MR03DX02,eprozinol
MR03DX03,fenspirid
MR03DX05,omalizumab
MR03DX06,seratrodast
MR03DX07,roflumilast
MR03DX08,reslizumab
MR03DX09,mepolizumab
MR03DX10,benralizumab
MR03DX11,tezepelumab
MR05,midler mod hoste og forkølelse
MR05C,"expectorantia, excl. komb. med antitussiva"
MR05CA,expectorantia
MR05CA01,tyloxapol
MR05CA02,kaliumiodid
MR05CA03,guaifenesin
MR05CA04,ipecacuanha
MR05CA05,altæarod
MR05CA06,senega
MR05CA07,antimonpentasulfid
MR05CA08,creosot
MR05CA09,guaiacolsulfonat
MR05CA10,kombinationer af expectorantia
MR05CA11,levoverbenon
MR05CA12,vedbendblad
MR05CA13,cineol
MR05CB,mucolytica
MR05CB01,acetylcystein
MR05CB02,bromhexin
MR05CB03,carbocistein
MR05CB04,eprazinon
MR05CB05,mesna
MR05CB06,ambroxol
MR05CB07,sobrerol
MR05CB08,domiodol
MR05CB09,letostein
MR05CB10,kombinationer af mucolytica
MR05CB11,stepronin
MR05CB13,dornase alfa (desoxiribonuclease)
MR05CB14,neltenexin
MR05CB15,erdostein
MR05CB16,mannitol
MR05D,"antitussiva, excl. komb. m. expectorantia"
MR05DA,opiumalkaloider og derivater
MR05DA01,ethylmorphin
MR05DA03,hydrocodon
MR05DA04,codein
MR05DA05,opiumalkaloider med morphin
MR05DA06,normethadon
MR05DA07,noscapin
MR05DA08,pholcodin
MR05DA09,dextromethorphan
MR05DA10,thebacon
MR05DA11,dimemorfan
MR05DA12,acetyldihydrocodein
MR05DA20,kombinationer af antitussiva
MR05DB,andre antitussiva
MR05DB01,benzonatat
MR05DB02,benproperin
MR05DB03,clobutinol
MR05DB04,isoaminil
MR05DB05,pentoxyverin
MR05DB07,oxolamin
MR05DB09,oxeladin
MR05DB10,clofedanol
MR05DB11,pipazetat
MR05DB12,bibenzoniumbromid
MR05DB13,butamirat
MR05DB14,fedrilat
MR05DB15,zipeprol
MR05DB16,dibunat
MR05DB17,droxypropin
MR05DB18,prenoxdiazin
MR05DB19,dropropizin
MR05DB20,kombinationer af antitussiva
MR05DB21,cloperastin
MR05DB22,meprotixol
MR05DB23,piperidion
MR05DB24,tipepidin
MR05DB25,morclofon
MR05DB26,nepinalon
MR05DB27,levodropropizin
MR05DB28,dimethoxanat
MR05DB29,gefapixant
MR05F,antitussiva og expectorantia i kombination
MR05FA,opiumderivater og expectorantia
MR05FA01,opiumderivater og mucolytica
MR05FA02,opiumderivater og expectorantia
MR05FB,andre antitussiva og expectorantia
MR05FB01,antitussiva og mucolytica
MR05FB02,antitussiva og expectorantia
MR05X,andre midler mod forkølelse
MR06,antihistaminer til systemisk brug
MR06A,antihistaminer til systemisk brug
MR06AA,aminoalkyl-ethere
MR06AA01,bromazin
MR06AA02,diphenhydramin
MR06AA04,clemastin
MR06AA06,chlorphenoxamin
MR06AA07,diphenylpyralin
MR06AA08,carbinoxamin
MR06AA09,doxylamin
MR06AA10,trimethobenzamid
MR06AA11,dimenhydrinat
MR06AA52,"diphenhydramin, kombinationer"
MR06AA54,"clemastin, kombinationer"
MR06AA56,"chlorphenoxamin, kombinationer"
MR06AA57,"diphenylpyralin, kombinationer"
MR06AA59,"doxylamin, kombinationer"
MR06AA61,"dimenhydrinat, kombinationer"
MR06AB,substituerede alkylaminer
MR06AB01,brompheniramin
MR06AB02,dexchlorpheniramin
MR06AB03,dimetinden
MR06AB04,chlorpheniramin
MR06AB05,pheniramin
MR06AB06,dexbrompheniramin
MR06AB07,talastin
MR06AB51,"brompheniramin, kombinationer"
MR06AB52,"dexchlorpheniramin, kombinationer"
MR06AB54,"chlorpheniramin, kombinationer"
MR06AB56,"dexbrompheniramin, kombinationer"
MR06AC,substituerede ethylendiaminer
MR06AC01,mepyramin
MR06AC02,histapyrrodin
MR06AC03,chlorpyramin
MR06AC04,tripelennamin
MR06AC05,methapyrilen
MR06AC06,thonzylamin
MR06AC52,"histapyrrodin, kombinationer"
MR06AC53,"chlorpyramin, kombinationer"
MR06AD,phenothiazin-derivater
MR06AD01,alimemazin
MR06AD02,promethazin
MR06AD03,thiethylperazin
MR06AD04,methdilazin
MR06AD05,hydroxyethylpromethazin
MR06AD06,thiazinam
MR06AD07,mequitazin
MR06AD08,oxomemazin
MR06AD09,isothipendyl
MR06AD52,"promethazin, kombinationer"
MR06AD55,"hydroxyethylpromethazin, kombinationer"
MR06AE,piperazin-derivater
MR06AE01,buclizin
MR06AE03,cyclizin
MR06AE04,chlorcyclizin
MR06AE05,meclozin
MR06AE06,oxatomid
MR06AE07,cetirizin
MR06AE09,levocetirizin
MR06AE51,"buclizin, kombinationer"
MR06AE53,"cyclizin, kombinationer"
MR06AE55,"meclozin, kombinationer"
MR06AK,kombinationer af antihistaminer
MR06AX,andre antihistaminer til systemisk brug
MR06AX01,bamipin
MR06AX02,cyproheptadin
MR06AX03,thenalidin
MR06AX04,phenindamin
MR06AX05,antazolin
MR06AX07,triprolidin
MR06AX08,pyrrobutamin
MR06AX09,azatadin
MR06AX11,astemizol
MR06AX12,terfenadin
MR06AX13,loratadin
MR06AX15,mebhydrolin
MR06AX16,deptropin
MR06AX17,ketotifen
MR06AX18,acrivastin
MR06AX19,azelastin
MR06AX21,tritoqualin
MR06AX22,ebastin
MR06AX23,pimethixen
MR06AX24,epinastin
MR06AX25,mizolastin
MR06AX26,fexofenadin
MR06AX27,desloratadin
MR06AX28,rupatadin
MR06AX29,bilastin
MR06AX31,quifenadin
MR06AX32,sequifenadin
MR06AX53,"thenalidin, kombinationspræparater"
MR06AX58,"pyrrobutamin, kombinationspræparater"
MR07,andre midler mod sygdomme i respirationssystemet
MR07A,andre midler mod sygdomme i respirationssystemet
MR07AA,lunge-surfactanter
MR07AA01,colfoscerilpalmitat
MR07AA02,naturlige phosholipider
MR07AA30,kombinationer
MR07AB,respirationsstimulerende midler
MR07AB01,doxapram
MR07AB02,nikethamid
MR07AB03,pentetrazol
MR07AB04,etamivan
MR07AB05,bemegrid
MR07AB06,prethcamid
MR07AB07,almitrin
MR07AB08,dimeflin
MR07AB09,mepixanox
